doc_ids,doc_names,ID,business_name,problem_type,subcategories,subcategories_old,,doc_ids,
49ff202c-7e89-40b3-8590-89f5a4f427e7,General solution for Drury Plaza Hotel Orlando - Disney Springs Area and Holiday Inn Orlando - Disney Springs Area - budget travel planning,212,Drury plaza hotel orlando - disney springs area and holiday inn orlando - disney springs area,Budget travel planning,Reservation (Flight/Hotel/Car),Reservation,FALSE,49ff202c-7e89-40b3-8590-89f5a4f427e7,TRUE
2ce89c7e-02a2-4ca1-954f-f08340fdbd0c,Contact Information and Authentication for Comfort Inn Maingate - flight and hotel booking,213,Comfort inn maingate,Flight and hotel booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,2ce89c7e-02a2-4ca1-954f-f08340fdbd0c,TRUE
f16c4b3c-b0a1-4ffd-acfa-9a72de089acb,General solution for Turo and Hertz - Tesla rental inquiry,214,Turo and hertz,Tesla rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,f16c4b3c-b0a1-4ffd-acfa-9a72de089acb,TRUE
51ea3196-42f5-4f60-9b20-977b62e334d3,Contact Information and Authentication for Enterprise Rent-A-Car - One-Way Tesla Rental Inquiry,215,Enterprise rent-a-car,One-way tesla rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,51ea3196-42f5-4f60-9b20-977b62e334d3,TRUE
7c1aaa49-9192-43be-b76d-35b820c0c835,Contact Information and Authentication for UFODRIVE - rental booking issue,216,Ufodrive,Rental booking issue,Reservation (Flight/Hotel/Car),Reservation,FALSE,7c1aaa49-9192-43be-b76d-35b820c0c835,TRUE
71808b6d-f9f1-4d08-a771-7870673b12be,Contact Information and Authentication for CVS Pharmacy - Finding a drugstore selling cough medicine for a dry cough,217,Cvs pharmacy,Finding a drugstore selling cough medicine for a dry cough,Inventory Inquiry,Medical Service,FALSE,71808b6d-f9f1-4d08-a771-7870673b12be,TRUE
1a3686e0-675d-4ce8-992d-003e7c984910,General solution for Walgreens - Medication Availability Inquiry,218,Walgreens,Medication availability inquiry,Inventory Inquiry,Medical Service,FALSE,1a3686e0-675d-4ce8-992d-003e7c984910,TRUE
0f741d34-7ddb-4f18-b202-7751b850c043,Contact Information and Authentication for CVS Pharmacy - Cough Medicine Availability Check,219,Cvs pharmacy,Cough medicine availability check,Inventory Inquiry,Medical Service,FALSE,0f741d34-7ddb-4f18-b202-7751b850c043,TRUE
37094963-8cf3-445d-833c-8287cc0e1189,Contact Information and Authentication for Walgreens - Medication Availability Inquiry,220,Walgreens,Medication availability inquiry,Inventory Inquiry,Medical Service,FALSE,37094963-8cf3-445d-833c-8287cc0e1189,TRUE
d5645d44-06fa-4c11-be5b-9cd7003e23e2,Contact Information and Authentication for Southwest Airlines - Flight Booking,221,Southwest airlines,Flight booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,d5645d44-06fa-4c11-be5b-9cd7003e23e2,TRUE
78774fed-9be3-4948-b604-08e6c757c01f,Contact Information and Authentication for Frontier Airlines - Flight Booking,222,Frontier airlines,Flight booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,78774fed-9be3-4948-b604-08e6c757c01f,TRUE
6fa4b4ce-5841-47d7-8644-8a1ed5ac45e8,Contact Information and Authentication for Excel Pool & Spa - Voicemail communication issues,223,Excel pool & spa,Voicemail communication issues,Technical Support,Technical Support,TRUE,6fa4b4ce-5841-47d7-8644-8a1ed5ac45e8,TRUE
5724bdd6-435e-405c-86ae-c12656164be8,General solution for Excel Pool & Spa and Sterling Pool Supplies & Services and Los Altos Pool Service and Freedom Pool Services - inquiry for pool cleaning service,224,Excel pool & spa and sterling pool supplies & services and los altos pool service and freedom pool services,Inquiry for pool cleaning service,Reservation (General),Reservation,FALSE,5724bdd6-435e-405c-86ae-c12656164be8,TRUE
a9f2378f-4f0e-4b3e-94d9-98e13b1a3993,Contact Information and Authentication for Excel Pool & Spa - pool cleaning service inquiry,225,Excel pool & spa,Pool cleaning service inquiry,Reservation (General),Reservation,FALSE,a9f2378f-4f0e-4b3e-94d9-98e13b1a3993,TRUE
4426fb9f-0379-448f-8501-976f2f220f01,Contact Information and Authentication for Excel Pool & Spa - difficulty contacting pool cleaning services via voicemail,226,Excel pool & spa,Difficulty contacting pool cleaning services via voicemail,Complaints,Technical Support,FALSE,4426fb9f-0379-448f-8501-976f2f220f01,TRUE
c7005c57-ea15-48e7-baeb-e633ba9655c7,Contact Information and Authentication for Supreme Swimming Pools Service & Repair - Pool Cleaning Service Inquiry,227,Supreme swimming pools service & repair,Pool cleaning service inquiry,Reservation (General),Technical Support,FALSE,c7005c57-ea15-48e7-baeb-e633ba9655c7,TRUE
aca96a57-9e0f-4a9e-99e9-4c2d6eaa88aa,Contact Information and Authentication for Pools Etc. - Budget-constrained pool cleaning service inquiry,228,Pools etc.,Budget-constrained pool cleaning service inquiry,Bill Negotiation,Bill Negotiation,TRUE,aca96a57-9e0f-4a9e-99e9-4c2d6eaa88aa,TRUE
47b2701a-2d7a-4085-93e8-7935ea2229df,General solution for Freedom Pool Services and Supreme Swimming Pools Service - Voicemail communication issues,229,Freedom pool services and supreme swimming pools service,Voicemail communication issues,Technical Support,Technical Support,TRUE,47b2701a-2d7a-4085-93e8-7935ea2229df,TRUE
6d18bd30-9689-4c9b-886e-82c2c229214a,Contact Information and Authentication for Walgreens - Locating a Drugstore with Tylenol,230,Walgreens,Locating a drugstore with tylenol,Inventory Inquiry,Medical Service,FALSE,6d18bd30-9689-4c9b-886e-82c2c229214a,TRUE
e83e0206-1bc9-4db2-8ed2-5d543e669d87,General solution for Walgreens and CVS Pharmacy - Finding a drugstore selling cough medicine for a dry cough,231,Walgreens and cvs pharmacy,Finding a drugstore selling cough medicine for a dry cough,Inventory Inquiry,Medical Service,FALSE,e83e0206-1bc9-4db2-8ed2-5d543e669d87,TRUE
72b8f296-41b7-4846-a2ca-7f156229b3ca,Contact Information and Authentication for CVS - Finding Drugstores with Tylenol,232,Cvs,Finding drugstores with tylenol,Inventory Inquiry,Medical Service,FALSE,72b8f296-41b7-4846-a2ca-7f156229b3ca,TRUE
e815653a-4f42-44d9-a40b-2806dc9624e4,General solution for CVS - drugstore product availability inquiry,233,Cvs,Drugstore product availability inquiry,Inventory Inquiry,Medical Service,FALSE,e815653a-4f42-44d9-a40b-2806dc9624e4,TRUE
6e1c2525-96b2-4b62-8a6a-4c647c099286,Contact Information and Authentication for CVS - Inventory Inquiry,234,Cvs,Inventory inquiry,Inventory Inquiry,Inventory Inquiry,TRUE,6e1c2525-96b2-4b62-8a6a-4c647c099286,TRUE
c3ff01e6-1d44-4047-a8ea-d4a50f241c1b,Contact Information and Authentication for Hertz - Short-term Rental Inquiry,235,Hertz,Short-term rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,c3ff01e6-1d44-4047-a8ea-d4a50f241c1b,TRUE
9c4fd194-ebe6-4fd5-99d9-328269dbc05d,Contact Information and Authentication for Sixt - Tesla rental best deal inquiry,236,Sixt,Tesla rental best deal inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,9c4fd194-ebe6-4fd5-99d9-328269dbc05d,TRUE
4f16f511-757e-474e-b230-93e3096abb94,Contact Information and Authentication for Enterprise Rent-A-Car - Tesla Model 3 rental deal inquiry,237,Enterprise rent-a-car,Tesla model 3 rental deal inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,4f16f511-757e-474e-b230-93e3096abb94,TRUE
39fa5d66-7aa1-4392-b2fd-7b504d76f061,Contact Information and Authentication for Avis - Short-term Tesla Rental Inquiry,238,Avis,Short-term tesla rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,39fa5d66-7aa1-4392-b2fd-7b504d76f061,TRUE
eff5bfa3-4a1a-4127-b7f1-c505accd2a6e,Contact Information and Authentication for Enterprise Rent-A-Car - Rental Pricing Inquiry,239,Enterprise rent-a-car,Rental pricing inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,eff5bfa3-4a1a-4127-b7f1-c505accd2a6e,TRUE
3c6abf1f-4abc-4175-bd4e-b7cfaf6a02a2,"General solution for Turo, Hertz, Enterprise, Budget, Avis, and Sixt - Tesla rental best deal inquiry",240,"Turo, hertz, enterprise, budget, avis, and sixt",Tesla rental best deal inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,3c6abf1f-4abc-4175-bd4e-b7cfaf6a02a2,TRUE
d79c73a0-70d1-4174-a7eb-d4200bea8954,Contact Information and Authentication for Enterprise Rent-A-Car - short-term Tesla Model 3 rental inquiry,241,Enterprise rent-a-car,Short-term tesla model 3 rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,d79c73a0-70d1-4174-a7eb-d4200bea8954,TRUE
25a61a07-5bdd-4219-acce-b5e28474e193,Contact Information and Authentication for Tesla EV Rentals Inc. - Tesla rental inquiry,242,Tesla ev rentals inc.,Tesla rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,25a61a07-5bdd-4219-acce-b5e28474e193,TRUE
b5157cf6-d95d-4e43-80b4-8698320cf57d,Contact Information and Authentication for UFODRIVE - short-term Tesla rental inquiry,243,Ufodrive,Short-term tesla rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,b5157cf6-d95d-4e43-80b4-8698320cf57d,TRUE
bebe10e0-e8ad-421b-a172-284663d0b937,"General solution for Hertz, Turo, and UFODRIVE - rental booking issue",244,"Hertz, turo, and ufodrive",Rental booking issue,Reservation (Flight/Hotel/Car),Reservation,FALSE,bebe10e0-e8ad-421b-a172-284663d0b937,TRUE
8f5c6161-b6b0-4e1a-a3b7-44e56b9bbecc,Contact Information and Authentication for Tesla EV Rentals Inc. - short-term Tesla rental deal inquiry,245,Tesla ev rentals inc.,Short-term tesla rental deal inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,8f5c6161-b6b0-4e1a-a3b7-44e56b9bbecc,TRUE
6a942a8f-c100-41f8-99b6-9d9a6832c465,General solution for The Economist - Subscription Cancellation,246,The economist,Subscription cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,6a942a8f-c100-41f8-99b6-9d9a6832c465,TRUE
b258a47d-0ab1-4c09-b44a-512cf77e4e67,Contact Information and Authentication for The Economist - Subscription Cancellation,247,The economist,Subscription cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,b258a47d-0ab1-4c09-b44a-512cf77e4e67,TRUE
572c9434-f6ab-4c3f-b5a3-6657d1dd2089,General solution for Arizona Department of Economic Security (DES) - SNAP Interview Scheduling,248,Arizona department of economic security (des),Snap interview scheduling,Reservation (General),Reservation,FALSE,572c9434-f6ab-4c3f-b5a3-6657d1dd2089,TRUE
39c80257-bc15-49dd-b0cb-f4ef27c20df4,General solution for Markham Stouffville Hospital - Mammogram Appointment Booking,249,Markham stouffville hospital,Mammogram appointment booking,Medical Service,Medical Service,TRUE,39c80257-bc15-49dd-b0cb-f4ef27c20df4,TRUE
77073ead-d38f-433c-9da0-7574654a4fc2,Contact Information and Authentication for Markham Stouffville Hospital - mammogram appointment booking,250,Markham stouffville hospital,Mammogram appointment booking,Medical Service,Medical Service,TRUE,77073ead-d38f-433c-9da0-7574654a4fc2,TRUE
a9bd47a0-2f06-4e7d-8d4d-d065734552ec,General solution for American Airlines - cancel flight and request refund,251,American airlines,Cancel flight and request refund,Refund/Compensation,Reservation,FALSE,a9bd47a0-2f06-4e7d-8d4d-d065734552ec,TRUE
2c3e23d2-3356-44bd-8ce9-66eb09b0bd5b,Contact Information and Authentication for American Airlines - Cancel Flight and Request Refund,252,American airlines,Cancel flight and request refund,Refund/Compensation,Reservation,FALSE,2c3e23d2-3356-44bd-8ce9-66eb09b0bd5b,TRUE
35d9f1e3-974b-44e8-9dbc-4867efea6a00,General solution for Southwest Airlines - flight booking,253,Southwest airlines,Flight booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,35d9f1e3-974b-44e8-9dbc-4867efea6a00,TRUE
0dacce2d-c768-4e97-8b7e-936bba4c13fe,Contact Information and Authentication for American Airlines - Flight Booking,254,American airlines,Flight booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,0dacce2d-c768-4e97-8b7e-936bba4c13fe,TRUE
e8ae7425-d46d-46a7-b78d-61cad1481ee3,Contact Information and Authentication for Delta Airlines - flight booking,255,Delta airlines,Flight booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,e8ae7425-d46d-46a7-b78d-61cad1481ee3,TRUE
92794d97-5da9-4bc4-b717-2b4fc26285a0,Contact Information and Authentication for Alaska Airlines - Flight Booking,257,Alaska airlines,Flight booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,92794d97-5da9-4bc4-b717-2b4fc26285a0,TRUE
47ea266a-d2b2-431b-8881-759988bbcae7,General solution for JW Marriott and Marriott Bonvoy - Membership Perks Inquiry,258,Jw marriott and marriott bonvoy,Membership perks inquiry,Membership Benefits,Membership Benefits,TRUE,47ea266a-d2b2-431b-8881-759988bbcae7,TRUE
eba897fc-7fe1-44cf-aba3-5111d50a7519,Contact Information and Authentication for Marriott Bonvoy - Membership Perks Inquiry,259,Marriott bonvoy,Membership perks inquiry,Membership Benefits,Membership Benefits,TRUE,eba897fc-7fe1-44cf-aba3-5111d50a7519,TRUE
51893ccd-2d75-4bb0-8b0b-d44bda3eaed5,Contact Information and Authentication for Frontier Communications - fiber installation reques,260,Frontier communications,Fiber installation reques,Installation,Installation,TRUE,51893ccd-2d75-4bb0-8b0b-d44bda3eaed5,TRUE
712fffce-a8db-4a4b-85b9-36c30ebd7f35,General solution for Santa Clara Marriott - hotel booking,261,Santa clara marriott,Hotel booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,712fffce-a8db-4a4b-85b9-36c30ebd7f35,TRUE
4d20210d-86d2-48fe-aa9e-b4648a040afc,Contact Information and Authentication for Santa Clara Marriott - hotel booking,262,Santa clara marriott,Hotel booking,Reservation (Flight/Hotel/Car),Reservation,FALSE,4d20210d-86d2-48fe-aa9e-b4648a040afc,TRUE
35871ded-2293-4e0e-a9c5-397f0704a48d,General solution for UCSF Health-GoHealth Urgent Care - Obtaining prescription for medication,263,Ucsf health-gohealth urgent care,Obtaining prescription for medication,Medical Service,Medical Service,TRUE,35871ded-2293-4e0e-a9c5-397f0704a48d,TRUE
85f4cc3d-c884-4d07-8b13-704d8de97330,Contact Information and Authentication for UCSF Health-GoHealth Urgent Care - Obtaining prescription for medication,264,Ucsf health-gohealth urgent care,Obtaining prescription for medication,Medical Service,Medical Service,TRUE,85f4cc3d-c884-4d07-8b13-704d8de97330,TRUE
c1afccf9-8795-4811-8e68-c429ec853260,Contact Information and Authentication for Kali Greek Kitchen - restaurant reservation booking,265,Kali greek kitchen,Restaurant reservation booking,Reservation (General),Reservation,FALSE,c1afccf9-8795-4811-8e68-c429ec853260,TRUE
d15f3f92-2168-4653-b391-da6786d3782d,General solution for The Taco Farmer - Reservation Failed Due to Phone Call API Error,266,The taco farmer,Reservation failed due to phone call api error,Reservation (General),Technical Support,FALSE,d15f3f92-2168-4653-b391-da6786d3782d,TRUE
fb3b5bd4-7a52-4fa1-91ab-16dd5c31d3c4,Contact Information and Authentication for Evvia Estiatorio - Table Reservation,267,Evvia estiatorio,Table reservation,Reservation (General),Reservation,FALSE,fb3b5bd4-7a52-4fa1-91ab-16dd5c31d3c4,TRUE
2c37c691-8fe5-4f51-8e8b-b0cb390304d8,General solution for MVNN Motors Rental Car - long-term Tesla Model X rental inquiry,268,Mvnn motors rental car,Long-term tesla model x rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,2c37c691-8fe5-4f51-8e8b-b0cb390304d8,TRUE
8b4c09e8-cb20-42c5-9f6a-594ef4644989,Contact Information and Authentication for MVNN Motors Rental Car - Long-term Tesla Model X Rental Inquiry,269,Mvnn motors rental car,Long-term tesla model x rental inquiry,Reservation (Flight/Hotel/Car),Reservation,FALSE,8b4c09e8-cb20-42c5-9f6a-594ef4644989,TRUE
fac5791d-0609-49b2-a667-5eefdf72fa1b,General solution for Family Dental Sunnyvale - appointment booking,270,Family dental sunnyvale,Appointment booking,Medical Service,Medical Service,TRUE,fac5791d-0609-49b2-a667-5eefdf72fa1b,TRUE
ad5dfd9e-3019-42fa-b86e-00cc33fccf95,Contact Information and Authentication for Family Dental Sunnyvale - Appointment Booking,271,Family dental sunnyvale,Appointment booking,Medical Service,Medical Service,TRUE,ad5dfd9e-3019-42fa-b86e-00cc33fccf95,TRUE
be6cab80-a6a4-453b-9836-6a8ad09d1e9a,Contact Information and Authentication for Frontier Communications - Special Installation Request,272,Frontier communications,Special installation request,Installation,Installation,TRUE,be6cab80-a6a4-453b-9836-6a8ad09d1e9a,TRUE
6fc510d2-da5d-4e13-9498-16b31d87df3b,Contact Information and Authentication for Miss Cupcakes - Order Placement,273,Miss cupcakes,Order placement,Reservation (General),Reservation,FALSE,6fc510d2-da5d-4e13-9498-16b31d87df3b,TRUE
f5bf28c9-c99f-45f4-9bb5-24753000c4b4,General solution for SiriusXM - Bill Negotiation,274,Siriusxm,Bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,f5bf28c9-c99f-45f4-9bb5-24753000c4b4,TRUE
9e66f7e8-e79f-4ece-b988-c30dbdcb6225,Contact Information and Authentication for SiriusXM - Bill Negotiation,275,Siriusxm,Bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,9e66f7e8-e79f-4ece-b988-c30dbdcb6225,TRUE
f1a2ecba-778f-49ec-bc62-a62700a4c3e5,Contact Information and Authentication for Spectrum - Bill Negotiation,276,Spectrum,Bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,f1a2ecba-778f-49ec-bc62-a62700a4c3e5,TRUE
95b75f8e-6fa7-492a-b609-122b3eb1c3a1,General solution for Spectrum - Bill Negotiation,277,Spectrum,Bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,95b75f8e-6fa7-492a-b609-122b3eb1c3a1,TRUE
be5be0f8-a20a-43a1-a5e5-7ddd836435de,General solution for DiMillo's On the Water - business hours inquiry,278,Dimillo's on the water,Business hours inquiry,Reservation (General),Business hours inquiry,FALSE,be5be0f8-a20a-43a1-a5e5-7ddd836435de,TRUE
e870b16d-d9f4-41ac-8d9f-868d10fe8b47,Contact Information and Authentication for DiMillo's On the Water - Business Hours Inquiry,279,Dimillo's on the water,Business hours inquiry,Reservation (General),Reservation,FALSE,e870b16d-d9f4-41ac-8d9f-868d10fe8b47,TRUE
6057d7b0-2369-4bb1-a8b9-a33af5af8a7f,General solution for Frontier Communications - Fiber Installation Request Denied,280,Frontier communications,Fiber installation request denied,Installation,Installation,TRUE,6057d7b0-2369-4bb1-a8b9-a33af5af8a7f,TRUE
4fe92cd0-4069-4f0e-af7c-85c219849c1c,Contact Information and Authentication for Frontier Communications - Installation Eligibility Issue,281,Frontier communications,Installation eligibility issue,Installation,Installation,TRUE,4fe92cd0-4069-4f0e-af7c-85c219849c1c,TRUE
996a15c3-cb24-49eb-bb8b-dd827aa76aef,Contact Information and Authentication for Chase Mortgage - obtaining mortgage information,282,Chase mortgage,Obtaining mortgage information,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,996a15c3-cb24-49eb-bb8b-dd827aa76aef,TRUE
4d7fff8d-bb93-415f-a67d-e4547ee76650,Contact Information and Authentication for Chase Bank - difficulty obtaining information on first-time homebuyer programs and mortgage options,283,Chase bank,Difficulty obtaining information on first-time homebuyer programs and mortgage options,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,4d7fff8d-bb93-415f-a67d-e4547ee76650,TRUE
197ede29-2bdc-4971-8fa0-60aab2b978fb,Contact Information and Authentication for NHSNYC-South Bronx - Difficulty contacting housing assistance for NYC HomeFirst Down Payment Assistance Program,284,Nhsnyc-south bronx,Difficulty contacting housing assistance for nyc homefirst down payment assistance program,Housing Support,Housing support,TRUE,197ede29-2bdc-4971-8fa0-60aab2b978fb,TRUE
62298a1f-e386-4de5-8732-8ac2c9d45679,"General solution for Bronx NHS CDC, Inc. and NHSNYC-South Bronx - Difficulty contacting housing assistance for NYC HomeFirst Down Payment Assistance Program",285,"Bronx nhs cdc, inc. and nhsnyc-south bronx",Difficulty contacting housing assistance for nyc homefirst down payment assistance program,Housing Support,Housing support,TRUE,62298a1f-e386-4de5-8732-8ac2c9d45679,TRUE
2ded1016-4b30-4d88-a9d0-67a37d948200,Contact Information and Authentication for NHSNYC-South Bronx - difficulties contacting housing counseling agencies for NYC HomeFirst Down Payment Assistance Program,286,Nhsnyc-south bronx,Difficulties contacting housing counseling agencies for nyc homefirst down payment assistance program,Housing Support,Housing support,TRUE,2ded1016-4b30-4d88-a9d0-67a37d948200,TRUE
49e086d5-14ca-4930-a8ab-ede5ef7d5965,Contact Information and Authentication for NYC Department of Housing Preservation and Development (HPD) - First-Time Homebuyer Assistance Inquiry,287,Nyc department of housing preservation and development (hpd),First-time homebuyer assistance inquiry,Housing Support,Housing support,TRUE,49e086d5-14ca-4930-a8ab-ede5ef7d5965,TRUE
425a469e-2a58-4681-b6e3-4edb12d96d5e,General solution for Bank of America - auto loan payment deferment,288,Bank of america,Auto loan payment deferment,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,425a469e-2a58-4681-b6e3-4edb12d96d5e,TRUE
02a0114a-d201-4e41-bbb4-97f5c1a99fd6,Contact Information and Authentication for Bank of America - Auto Loan Payment Deferment Request,289,Bank of america,Auto loan payment deferment request,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,02a0114a-d201-4e41-bbb4-97f5c1a99fd6,TRUE
5ac8cdc6-2a11-446a-9120-938478d36240,General solution for AT&T - Bill Negotiation,290,At&t,Bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,5ac8cdc6-2a11-446a-9120-938478d36240,TRUE
ad7c9ff2-d8f4-4f83-ae25-7cb4b408e164,Contact Information and Authentication for NHSNYC-South Bronx - First-Time Homebuyer Assistance Inquiry,291,Nhsnyc-south bronx,First-time homebuyer assistance inquiry,Housing Support,Mortgage/ Loan Inquiry,FALSE,ad7c9ff2-d8f4-4f83-ae25-7cb4b408e164,TRUE
5f74f96f-685e-4267-bed0-b2599ab37bf5,Contact Information and Authentication for NYC Department of Housing Preservation and Development (HPD) - Down Payment Assistance Inquiry,292,Nyc department of housing preservation and development (hpd),Down payment assistance inquiry,Housing Support,Mortgage/ Loan Inquiry,FALSE,5f74f96f-685e-4267-bed0-b2599ab37bf5,TRUE
01ac2136-18f4-4f4b-be8f-fdc777797ad9,General solution for NYC HomeFirst Down Payment Assistance Program and NYC Department of Housing Preservation and Development (HPD) - first-time homebuyer assistance inquiry,293,Nyc homefirst down payment assistance program and nyc department of housing preservation and development (hpd),First-time homebuyer assistance inquiry,Housing Support,Housing support,TRUE,01ac2136-18f4-4f4b-be8f-fdc777797ad9,TRUE
f819045e-4484-48b1-97f4-69f2ef02886e,"Contact Information and Authentication for Bronx NHS CDC, Inc. - First-Time Homebuyer Assistance Inquiry",294,"Bronx nhs cdc, inc.",First-time homebuyer assistance inquiry,Housing Support,Mortgage/ Loan Inquiry,FALSE,f819045e-4484-48b1-97f4-69f2ef02886e,TRUE
f2ce3226-ac49-4a16-9dd1-ce7282b3262e,General solution for Chase Bank and Chase Mortgage - obtaining mortgage information,295,Chase bank and chase mortgage,Obtaining mortgage information,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,f2ce3226-ac49-4a16-9dd1-ce7282b3262e,TRUE
c84994c9-27c7-42fa-8bd1-065271e7b98d,Contact Information and Authentication for Central Bad Credit Loans - Finding a loan with bad credit,296,Central bad credit loans,Finding a loan with bad credit,Mortgage/Loan Inquiry,Mortgage/ Loan Inquiry,FALSE,c84994c9-27c7-42fa-8bd1-065271e7b98d,TRUE
4aa04dc0-4745-4b02-86a3-f7b4a6cdbcaf,General solution for T-Mobile - billing dispute - trade-in lease charge error,297,T-mobile - billing dispute,Trade-in lease charge error,Bill Negotiation,Bill Negotiation,TRUE,4aa04dc0-4745-4b02-86a3-f7b4a6cdbcaf,TRUE
c1d34ef5-d4a9-40ca-97fd-33309c15ea21,Contact Information and Authentication for T-Mobile - Billing Dispute,298,T-mobile,Billing dispute,Bill Negotiation,Bill Negotiation,TRUE,c1d34ef5-d4a9-40ca-97fd-33309c15ea21,TRUE
0fecbd78-846d-4dd5-af74-4c7e1c863988,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,299,Bank of america,Monthly fee waiver request,Bill Negotiation,Bill Negotiation,TRUE,0fecbd78-846d-4dd5-af74-4c7e1c863988,TRUE
74780e1d-d854-47b4-b950-b183317e0bd8,General solution for Bank of America - monthly fee waiver request,300,Bank of america,Monthly fee waiver request,Bill Negotiation,Bill Negotiation,TRUE,74780e1d-d854-47b4-b950-b183317e0bd8,TRUE
3397b3ed-49be-4bf9-bf49-c801cf5300b6,Contact Information and Authentication for Bank of America - Monthly Fee Waiver Request,301,Bank of america,Monthly fee waiver request,Bill Negotiation,Bill Negotiation,TRUE,3397b3ed-49be-4bf9-bf49-c801cf5300b6,TRUE
79972c29-ea14-456b-a606-db3933ca59d4,Contact Information and Authentication for AT&T - Lower Bill Negotiation,302,At&t,Lower bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,79972c29-ea14-456b-a606-db3933ca59d4,TRUE
27a49d7b-d62e-4b35-b56c-315faa50a7b7,General solution for AT&T - Lower AT&T wireless bill,303,At&t,Lower at&t wireless bill,Bill Negotiation,Bill Negotiation,TRUE,27a49d7b-d62e-4b35-b56c-315faa50a7b7,TRUE
c519d875-8483-4a6e-b9c6-1afb4e2bf302,General solution for Audible - subscription pause,304,Audible,Subscription pause,Subscription Cancellation,Subscription Cancellation,TRUE,c519d875-8483-4a6e-b9c6-1afb4e2bf302,TRUE
513a88ba-9278-484b-9cd5-3b30adc4bc8f,Contact Information and Authentication for Audible - Subscription Pause,305,Audible,Subscription pause,Subscription Cancellation,Subscription Cancellation,TRUE,513a88ba-9278-484b-9cd5-3b30adc4bc8f,TRUE
b2ab482a-710f-4cba-9915-15cfed2e7d1d,Contact Information and Authentication for Vogue - Subscription Cancellation,306,Vogue,Subscription cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,b2ab482a-710f-4cba-9915-15cfed2e7d1d,TRUE
92f3e6a3-84ae-452c-92ec-eaeb3d4c72b2,Contact Information and Authentication for HeyGen - Subscription Cancellation,307,Heygen,Subscription cancellation,Subscription Cancellation,Subscription Cancellation,TRUE,92f3e6a3-84ae-452c-92ec-eaeb3d4c72b2,TRUE
be81a37c-b231-40b9-92b5-1b984ee1981b,General solution for eBay - coupon_not_applied,308,Ebay,Coupon_not_applied,Technical Support,Technical Support,TRUE,be81a37c-b231-40b9-92b5-1b984ee1981b,TRUE
a3f9ad6d-f436-4e47-afdd-db59e535955d,Contact Information and Authentication for eBay - coupon_not_applied,309,Ebay,Coupon_not_applied,Complaints,Technical Support,FALSE,a3f9ad6d-f436-4e47-afdd-db59e535955d,TRUE
9eeae34e-1a62-4a4f-98a9-91cf4b017ba6,Contact Information and Authentication for Grano Arso - Dinner Reservation Booking Issue,310,Grano arso,Dinner reservation booking issue,Reservation (General),Reservation,FALSE,9eeae34e-1a62-4a4f-98a9-91cf4b017ba6,TRUE
8cc45d8b-4abb-47f4-9e72-c81d424c22d9,General solution for Grano Arso - Dinner Reservation Booking Issue,311,Grano arso,Dinner reservation booking issue,Reservation (General),Reservation,FALSE,8cc45d8b-4abb-47f4-9e72-c81d424c22d9,TRUE
2fc13f97-84ec-4a90-a7a0-02ba595fc2ba,Contact Information and Authentication for Bell Canada - Bill Negotiation,312,Bell canada,Bill negotiation,Bill Negotiation,Bill Negotiation,TRUE,2fc13f97-84ec-4a90-a7a0-02ba595fc2ba,TRUE
